age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
43,Private,107584,10,Married,Other,Husband,White,Male,0,0,55,US,0
59,Non-Private,159472,9,Married,Other,Husband,White,Male,0,0,40,US,0
35,Private,408318,4,Non-Married,Other,Non-Husband,White,Male,0,0,25,Non-US,0
61,Private,194956,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
52,Non-Private,21764,10,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,1
37,Private,277347,9,Married,Other,Husband,White,Male,0,0,40,US,1
57,Private,104455,10,Non-Married,Other,Non-Husband,Non-White,Female,0,0,90,US,1
30,Private,117584,14,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,20,US,0
38,Private,131288,11,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
46,Private,99014,10,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
22,Private,141003,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
64,Private,344014,10,Non-Married,Other,Non-Husband,Non-White,Female,0,1741,40,US,0
45,Private,175600,11,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
31,Non-Private,240504,10,Married,Other,Husband,Non-White,Male,0,1902,50,US,1
20,Private,174436,9,Non-Married,Other,Non-Husband,White,Male,0,0,60,US,0
29,Private,194869,10,Non-Married,Other,Non-Husband,White,Male,0,0,35,US,0
23,Private,164901,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,20,US,0
62,Private,72886,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
41,Non-Private,130126,10,Married,Other,Husband,White,Male,0,0,60,US,1
42,Non-Private,196514,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
31,Private,103651,13,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,1
25,Private,261419,13,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
61,Private,206339,6,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
27,Private,445365,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
40,Private,227466,9,Married,Other,Husband,Non-White,Male,0,0,50,US,0
49,Private,96854,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
21,Private,163595,10,Non-Married,Other,Non-Husband,White,Male,0,0,45,US,0
22,Non-Private,181096,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,20,US,0
24,Private,95984,11,Non-Married,Other,Non-Husband,White,Male,0,0,55,US,0
37,Private,472517,11,Non-Married,Other,Non-Husband,White,Female,0,0,4,US,0
46,Non-Private,60751,11,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
35,Private,107302,13,Married,Other,Husband,White,Male,0,0,40,US,1
41,Private,106501,12,Married,Managerial-Specialist,Husband,White,Male,7688,0,50,US,1
23,Private,32732,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
34,Non-Private,174789,9,Married,Other,Husband,White,Male,0,0,60,US,0
39,Private,301628,10,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,1
29,Private,27436,9,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
24,Private,93977,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
54,Private,139127,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
28,Private,258231,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
25,Non-Private,136309,7,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
50,Private,266433,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
59,Private,140363,9,Married,Other,Husband,White,Male,0,0,42,US,1
58,Private,179715,13,Married,Managerial-Specialist,Husband,White,Male,0,0,47,US,1
55,Private,204816,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
58,Private,35520,10,Married,Other,Husband,White,Male,7688,0,40,US,1
46,Private,101320,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,42,US,1
40,Private,210857,10,Married,Managerial-Specialist,Husband,White,Male,0,1902,50,US,1
40,Non-Private,60949,11,Married,Other,Husband,White,Male,0,0,40,US,0
57,Non-Private,139095,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
46,Private,233493,9,Married,Managerial-Specialist,Husband,White,Male,0,1579,40,US,0
36,Private,176249,9,Non-Married,Other,Non-Husband,White,Male,0,1590,40,US,0
29,Private,187746,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
32,Private,49593,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
24,Non-Private,240160,9,Non-Married,Other,Non-Husband,White,Male,0,0,35,US,0
63,Private,76286,14,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,Non-US,1
23,Private,65225,10,Non-Married,Other,Non-Husband,White,Female,0,0,15,US,0
36,Private,225330,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
31,Private,101562,13,Non-Married,Other,Non-Husband,White,Female,0,0,50,US,1
52,Non-Private,27539,10,Married,Other,Husband,White,Male,7688,0,72,US,1
60,Non-Private,227311,6,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
29,Non-Private,51260,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,40,US,0
31,Private,256609,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,0
35,Non-Private,123939,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
24,Non-Private,203182,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,2174,0,40,US,0
38,Private,111128,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
42,Private,112451,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
44,Private,177461,10,Non-Married,Other,Non-Husband,Non-White,Male,0,0,50,US,0
24,Private,332155,9,Non-Married,Other,Non-Husband,White,Male,0,0,20,US,0
42,Non-Private,178983,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,37,US,0
54,Private,199392,3,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,Non-US,0
19,Private,311015,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
20,Private,126038,10,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
21,Private,402124,11,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
30,Private,198660,9,Married,Other,Husband,White,Male,0,0,40,US,0
26,Private,228457,7,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
34,Non-Private,223267,9,Married,Other,Husband,White,Male,2829,0,78,US,0
22,Non-Private,249046,10,Non-Married,Other,Non-Husband,White,Male,0,0,35,US,0
45,Non-Private,127948,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
32,Private,154785,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,Non-US,0
28,Private,248404,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,60,US,0
31,Private,137978,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
40,Private,144778,9,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
30,Private,133250,10,Married,Other,Husband,White,Male,0,0,50,US,0
28,Private,402771,11,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,23,US,0
47,Private,97075,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
21,Private,116234,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,44,US,0
25,Non-Private,262818,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,35,Non-US,0
47,Private,138342,9,Married,Other,Husband,White,Male,0,0,50,US,0
50,Private,123374,13,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
23,Private,202373,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,20,US,0
54,Non-Private,180522,9,Married,Other,Husband,White,Male,0,0,70,US,0
24,Non-Private,140647,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,36,US,0
50,Private,136898,11,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,55,US,0
29,Private,140927,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
36,Private,114055,11,Non-Married,Managerial-Specialist,Non-Husband,White,Female,3325,0,40,US,0
46,Private,114222,11,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
39,Non-Private,51089,13,Married,Managerial-Specialist,Husband,White,Male,0,0,30,US,0
46,Private,37353,10,Married,Other,Husband,White,Male,0,0,45,US,0
36,Non-Private,379672,11,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,60,US,0
64,Private,130727,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,2174,0,37,US,0
51,Private,172046,13,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,1
57,Private,228764,11,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,40,US,0
21,Private,376393,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,25,US,0
53,Private,185283,9,Married,Other,Husband,White,Male,0,0,45,US,1
61,Non-Private,195789,14,Married,Managerial-Specialist,Husband,White,Male,0,0,30,US,0
50,Private,243115,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
74,Private,147558,10,Non-Married,Other,Non-Husband,White,Female,7262,0,30,US,1
22,Non-Private,62865,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,8,US,0
25,Non-Private,275197,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
63,Non-Private,124015,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,1
38,Non-Private,282951,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
46,Private,105253,14,Married,Managerial-Specialist,Husband,White,Male,0,1977,50,US,1
31,Private,119164,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
35,Non-Private,263081,10,Non-Married,Other,Non-Husband,Non-White,Male,0,0,84,US,0
54,Private,96062,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
50,Private,44942,9,Married,Managerial-Specialist,Husband,White,Male,0,1848,48,US,1
37,Non-Private,127879,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
37,Private,109633,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
29,Private,109404,13,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
56,Private,126677,9,Married,Managerial-Specialist,Husband,White,Male,3103,0,40,US,1
52,Private,101113,9,Married,Other,Husband,White,Male,0,0,66,US,1
40,Private,117523,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,Non-US,0
29,Private,183523,14,Married,Managerial-Specialist,Husband,White,Male,0,1977,40,US,1
46,Non-Private,311231,9,Married,Other,Husband,White,Male,0,0,40,US,0
49,Private,459556,11,Married,Other,Husband,Non-White,Male,0,0,50,US,0
37,Private,95551,10,Non-Married,Other,Non-Husband,White,Female,0,0,45,US,0
36,Private,126675,13,Married,Other,Husband,White,Male,0,0,35,US,0
32,Private,200246,10,Married,Other,Husband,White,Male,0,0,40,US,1
53,Private,108435,9,Married,Other,Husband,White,Male,0,0,40,Non-US,0
18,Private,141332,7,Non-Married,Other,Non-Husband,Non-White,Male,0,0,8,US,0
48,Private,117310,9,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,20,US,0
26,Private,182380,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
64,Private,226878,14,Married,Other,Non-Husband,Non-White,Female,9386,0,50,Non-US,1
49,Private,123807,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
41,Private,109539,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
20,Non-Private,38455,10,Non-Married,Other,Non-Husband,White,Male,0,0,10,US,0
56,Private,294209,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,48,US,0
33,Private,130215,10,Married,Other,Husband,Non-White,Male,0,0,35,US,0
29,Private,285294,12,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
29,Private,168221,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
55,Private,288907,9,Non-Married,Other,Non-Husband,White,Male,4787,0,40,US,1
26,Private,391349,13,Non-Married,Other,Non-Husband,White,Female,0,0,45,US,0
32,Private,170276,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,46,US,1
33,Private,117963,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,55,US,0
54,Non-Private,68015,14,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,1
20,Non-Private,285208,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,30,US,0
33,Private,181091,8,Married,Other,Husband,White,Male,0,0,16,US,0
44,Non-Private,53956,10,Married,Managerial-Specialist,Husband,White,Male,0,0,57,US,0
47,Non-Private,198223,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
90,Non-Private,83601,15,Non-Married,Managerial-Specialist,Non-Husband,White,Male,1086,0,60,US,0
26,Non-Private,201579,3,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,14,Non-US,0
44,Private,137367,9,Married,Other,Husband,Non-White,Male,0,0,40,Non-US,0
33,Private,227325,12,Non-Married,Other,Non-Husband,White,Male,0,0,60,Non-US,0
28,Private,129814,10,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
26,Private,193050,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,18,US,0
33,Private,204557,9,Married,Other,Husband,White,Male,0,0,40,US,0
39,Private,165743,5,Married,Other,Husband,White,Male,0,0,40,US,0
34,Non-Private,48935,10,Married,Other,Non-Husband,White,Female,0,0,30,US,0
70,Private,177906,10,Married,Managerial-Specialist,Husband,White,Male,6514,0,40,US,1
18,Private,93985,10,Non-Married,Other,Non-Husband,White,Male,0,0,30,US,0
20,Private,148351,4,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
65,Non-Private,172646,5,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
52,Private,145409,6,Married,Managerial-Specialist,Husband,White,Male,0,0,48,US,0
48,Private,548568,14,Married,Other,Husband,White,Male,0,0,50,US,1
47,Private,117849,9,Married,Other,Husband,White,Male,0,0,40,US,0
21,Private,320425,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,30,US,0
25,Private,158734,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,45,US,0
59,Private,168416,9,Non-Married,Other,Non-Husband,White,Female,0,0,36,Non-US,0
63,Non-Private,33487,4,Married,Other,Husband,White,Male,0,0,70,US,1
34,Private,205072,9,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
44,Private,210525,13,Married,Other,Husband,White,Male,0,0,40,US,0
45,Non-Private,32948,13,Married,Other,Husband,White,Male,0,0,60,US,0
48,Non-Private,196689,13,Married,Other,Husband,White,Male,0,0,40,US,1
61,Private,87032,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
44,Non-Private,325159,11,Married,Other,Husband,White,Male,0,0,40,US,0
42,Non-Private,52131,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
40,Private,266439,11,Married,Other,Husband,White,Male,0,0,15,US,0
22,Private,61850,14,Non-Married,Other,Non-Husband,White,Female,0,0,21,US,0
19,Private,163015,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,20,US,0
25,Private,225135,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
28,Non-Private,109001,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,60,US,0
33,Private,45796,9,Married,Other,Husband,White,Male,0,0,40,US,1
29,Private,214987,10,Non-Married,Other,Non-Husband,White,Male,2174,0,40,US,0
19,Private,311974,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,Non-US,0
48,Private,77404,10,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,1
43,Private,153132,10,Married,Other,Husband,White,Male,0,0,40,US,1
42,Non-Private,64631,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
63,Private,151364,9,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,25,US,0
25,Private,87487,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,50,US,0
41,Non-Private,200479,11,Married,Other,Husband,White,Male,0,0,65,US,0
66,Private,30740,9,Non-Married,Other,Non-Husband,White,Female,0,0,15,US,0
59,Private,153484,10,Married,Other,Husband,White,Male,0,0,40,US,1
29,Non-Private,214385,14,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,35,US,0
29,Non-Private,565769,1,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,40,Non-US,0
44,Non-Private,92162,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
29,Private,210945,7,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
41,Private,63105,9,Non-Married,Other,Non-Husband,White,Male,0,0,42,US,1
44,Private,185602,11,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
37,Non-Private,329980,13,Married,Other,Husband,White,Male,15024,0,50,US,1
70,Non-Private,111712,9,Married,Managerial-Specialist,Husband,White,Male,0,0,22,US,0
25,Non-Private,48317,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,30,US,0
42,Private,84661,10,Non-Married,Other,Non-Husband,White,Male,0,0,30,US,0
47,Private,121622,13,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,1
21,Private,37514,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,30,US,0
72,Private,174993,10,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
56,Private,159472,4,Married,Other,Husband,White,Male,0,0,40,US,0
52,Non-Private,195635,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
37,Private,108282,13,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,0
63,Private,55946,9,Married,Other,Husband,White,Male,0,0,40,US,0
41,Private,123306,10,Married,Other,Husband,White,Male,0,0,40,US,0
27,Private,284250,10,Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
60,Private,113443,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,45,US,0
23,Private,309178,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
44,Private,69236,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,40,Non-US,0
34,Non-Private,182926,9,Married,Other,Husband,White,Male,0,0,40,US,0
38,Private,126675,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
39,Private,187693,11,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,1
56,Private,41100,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,1
53,Non-Private,261839,10,Married,Other,Husband,White,Male,0,0,40,US,0
55,Private,97197,10,Non-Married,Other,Non-Husband,White,Female,0,0,50,US,0
29,Private,260645,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
56,Private,116878,3,Married,Managerial-Specialist,Husband,White,Male,0,0,40,Non-US,1
49,Private,227690,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
29,Private,199411,11,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
25,Private,194813,9,Married,Other,Husband,White,Male,0,0,50,US,0
47,Private,177087,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,2444,50,US,1
44,Non-Private,242434,13,Non-Married,Other,Non-Husband,White,Female,27828,0,60,US,1
27,Private,399123,9,Non-Married,Other,Non-Husband,Non-White,Male,0,1719,40,US,0
47,Private,216999,13,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,0
47,Private,47270,8,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
42,Non-Private,122215,9,Married,Other,Husband,White,Male,0,0,48,US,1
26,Private,37898,11,Non-Married,Other,Non-Husband,White,Male,0,0,65,US,0
38,Private,61343,5,Married,Other,Husband,White,Male,0,0,40,US,0
40,Private,32533,4,Married,Managerial-Specialist,Husband,White,Male,0,0,30,US,0
30,Private,296897,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
29,Private,201101,9,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,0
41,Private,155293,11,Married,Other,Husband,White,Male,0,0,45,US,0
40,Private,101593,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
